,start,node,geometry,count
287,1869,7737,"LINESTRING (-21.9278807 64.1358937, -21.9321882 64.136138)",1169
288,1869,new_obj_1166,"LINESTRING (-21.91997499979199 64.13638140012789, -21.9232203 64.1360628, -21.9278807 64.1358937)",75
289,1872,14249,"LINESTRING (-21.9429746 64.15656509999999, -21.9437719 64.1563244)",15
290,1881,9276,"LINESTRING (-21.6778919 64.1372882, -21.6774595 64.13760980000001)",7
291,1896,3332,"LINESTRING (-21.7907783 64.2984316, -21.7893407 64.29825820000001, -21.7842726 64.2995738, -21.78265069984176 64.30026035017129, -21.7819914 64.302049)",308
292,1896,11928,"LINESTRING (-21.7819914 64.302049, -21.7810309 64.304463)",5
293,1898,13428,"LINESTRING (-21.6370181 64.180352, -21.6359292 64.1803697)",1
294,1898,new_obj_2302,"LINESTRING (-21.6370181 64.180352, -21.64528312659515 64.1801988456717)",874
295,1899,11919,"LINESTRING (-21.6319116 64.1814528, -21.6324856 64.18554469999999, -21.6328955 64.18628630000001, -21.6366358 64.18696250000001)",15
296,1907,10409,"LINESTRING (-21.7328246 64.1011436, -21.7356505 64.09844870000001)",14
297,1907,10433,"LINESTRING (-21.7313362 64.1008755, -21.7319536 64.101026, -21.7328246 64.1011436)",1
298,1922,3838,"LINESTRING (-21.6906762 64.1852196, -21.6871578 64.1852758)",2
299,1932,9250,"LINESTRING (-21.6098429 64.11468290000001, -21.6117196 64.1134395)",45
300,1941,8935,"LINESTRING (-21.4946648 64.2986653, -21.4944087 64.29971260000001)",15
301,1946,313,"LINESTRING (-21.6911745 64.0917263, -21.6924097 64.0913742)",15
302,1956,9287,"LINESTRING (-21.7910044 64.11680370000001, -21.7901547 64.1166626)",2
303,1975,8239,"LINESTRING (-21.7038037 64.20433939999999, -21.7040209 64.2046977)",4
304,1980,new_obj_761,"LINESTRING (-21.8096565 64.12837930000001, -21.81079713982974 64.12866613249257)",2
305,1982,new_obj_2285,"LINESTRING (-21.5919676 64.16949150000001, -21.59213685003995 64.1703023501986)",15
306,1984,4746,"LINESTRING (-21.6803129 64.1601684, -21.6800896 64.16034999999999)",2
307,1989,2622,"LINESTRING (-21.7086202 64.19483839999999, -21.7056673 64.1948585)",60
308,1992,15989,"LINESTRING (-21.7540698 64.21252010000001, -21.7581328 64.2092932)",15
309,1994,new_obj_2239,"LINESTRING (-21.7035842 64.1657551, -21.70476802763488 64.16564877250903)",24
310,2007,1780,"LINESTRING (-21.6362911 64.3001379, -21.6362237 64.2964887)",15
311,2012,11504,"LINESTRING (-21.663046 64.1644833, -21.6640522 64.16445969999999)",51
312,2014,2525,"LINESTRING (-21.8135141 64.1528268, -21.8129803 64.15262509999999)",15
313,2031,9303,"LINESTRING (-21.7631916 64.0858234, -21.7622824 64.0865534)",15
314,2035,11420,"LINESTRING (-21.4541184 64.3439087, -21.4566 64.3485767)",15
315,2040,new_obj_2247,"LINESTRING (-21.6967031 64.1662692, -21.69802990186556 64.16591463818696)",24
316,2051,3648,"LINESTRING (-21.7522742 64.1302574, -21.7511293 64.1314398, -21.7506126 64.1317608, -21.7498778 64.1326138, -21.74978 64.13302400000001, -21.7504749 64.1341204)",165
317,2051,new_obj_1207,"LINESTRING (-21.7504749 64.1341204, -21.75008886208876 64.13455552048978)",4
318,2057,7422,"LINESTRING (-21.6521303 64.3112254, -21.6517255 64.3152819)",32
319,2063,6975,"LINESTRING (-21.5931785 64.301149, -21.5910065 64.30174049999999)",90
320,2069,10218,"LINESTRING (-21.8829769 64.24182829999999, -21.8785536 64.2418009)",15
321,2073,new_obj_2366,"LINESTRING (-21.8626467 64.2486387, -21.86163585007009 64.2474638001582)",45
322,2089,7690,"LINESTRING (-21.7061791 64.16471249999999, -21.7066879 64.1647189)",84
323,2098,2339,"LINESTRING (-21.4948237 64.198211, -21.4711276 64.2018432)",1
324,2098,7425,"LINESTRING (-21.4948237 64.198211, -21.5169984 64.19419980000001)",497
325,2117,15598,"LINESTRING (-21.8595672 64.2498799, -21.8608075 64.24932370000001)",30
326,2137,new_obj_746,"LINESTRING (-21.8674853 64.1280996, -21.86321974982013 64.12743500005899)",116
327,2137,new_obj_858,"LINESTRING (-21.8674853 64.1280996, -21.86975830001218 64.12857060029404)",3070
328,2147,6808,"LINESTRING (-21.954272 64.14865210000001, -21.9535523 64.14901709999999)",395
329,2148,11363,"LINESTRING (-21.6641656 64.15585590000001, -21.6634416 64.1555865)",150
330,2148,13368,"LINESTRING (-21.6641656 64.15585590000001, -21.6650105 64.1561789)",128
331,2152,11061,"LINESTRING (-21.7379066 64.1083879, -21.7380212 64.108171)",28
332,2152,new_obj_216,"LINESTRING (-21.7379066 64.1083879, -21.73743884995715 64.10828290002972)",1
333,2158,6701,"LINESTRING (-21.7731227 64.13814290000001, -21.7720743 64.1381495)",15
334,2158,10401,"LINESTRING (-21.7731227 64.13814290000001, -21.7755176 64.1383259)",30
335,2162,11169,"LINESTRING (-21.7963965 64.0972239, -21.7976927 64.0971311, -21.7990694 64.09707040000001, -21.7996376 64.09705599999999)",12
336,2162,new_obj_36,"LINESTRING (-21.80533956529948 64.0972893397561, -21.8029346 64.09713290000001, -21.7996376 64.09705599999999)",384
337,2164,15769,"LINESTRING (-21.866328 64.24153339999999, -21.8619541 64.24299190000001)",60
338,2165,3792,"LINESTRING (-21.6543576 64.3301342, -21.6400194 64.3303054)",289
339,2165,4057,"LINESTRING (-21.6543576 64.3301342, -21.6584834 64.3300586)",1093
340,2167,1547,"LINESTRING (-21.7163751 64.16915160000001, -21.71508 64.16935789999999, -21.7139382 64.1694945)",3
341,2167,9222,"LINESTRING (-21.7163751 64.16915160000001, -21.7178624 64.16828719999999)",12
342,2206,12603,"LINESTRING (-21.660887 64.1946289, -21.6615522 64.19470250000001)",15
343,2211,12656,"LINESTRING (-21.8712604 64.12873980000001, -21.8719984 64.1288632, -21.8744756 64.1292493)",6
344,2211,new_obj_798,"LINESTRING (-21.8744756 64.1292493, -21.87558700012159 64.12944230004764)",375
345,2220,9859,"LINESTRING (-21.6792826 64.1818806, -21.6787446 64.18071620000001, -21.6784241 64.1799996, -21.6777876 64.1786439)",392
346,2220,10311,"LINESTRING (-21.6777876 64.1786439, -21.6773379 64.1777787)",2279
347,2223,13303,"LINESTRING (-21.4460296 64.2297406, -21.4365018 64.23154700000001)",15
348,2237,new_obj_1240,"LINESTRING (-21.9000456 64.1292662, -21.90003635030946 64.13022235014714)",19
349,2237,new_obj_811,"LINESTRING (-21.9000456 64.1292662, -21.90024583822886 64.12897871187934)",16
350,2240,new_obj_1519,"LINESTRING (-21.9641099 64.139995, -21.96627104983972 64.14244625005891)",4
351,2251,4158,"LINESTRING (-21.7355212 64.0869472, -21.7361297 64.08699780000001)",15
352,2258,15479,"LINESTRING (-21.9009144 64.1263666, -21.9001945 64.12748209999999)",7
353,2273,1129,"LINESTRING (-21.7239555 64.1364483, -21.7261145 64.13629299999999)",145
354,2273,1700,"LINESTRING (-21.7239555 64.1364483, -21.7228173 64.1365679)",8
355,2279,10907,"LINESTRING (-21.6178448 64.17606379999999, -21.61789604998746 64.17559765003166, -21.6171106 64.17421539999999, -21.6169254 64.17397339999999)",29
356,2292,new_obj_1172,"LINESTRING (-21.9317661 64.1359116, -21.9331708386653 64.13621239709029)",6
357,2298,11453,"LINESTRING (-21.9442849 64.1498253, -21.9460903 64.15014669999999)",1
358,2298,new_obj_1997,"LINESTRING (-21.9442849 64.1498253, -21.94359944774554 64.15049720172136)",13
359,2313,new_obj_682,"LINESTRING (-21.7366171 64.1275006, -21.73867670029556 64.12690280020284)",15
360,2320,1700,"LINESTRING (-21.7214544 64.1366857, -21.7228173 64.1365679)",145
361,2320,15799,"LINESTRING (-21.7214544 64.1366857, -21.7202179 64.1366364)",9
362,2321,12259,"LINESTRING (-21.7088411 64.13686869999999, -21.7099452 64.13687229999999)",117
363,2321,13539,"LINESTRING (-21.7088411 64.13686869999999, -21.7073857 64.13687640000001)",10
364,2336,1229,"LINESTRING (-21.5744448 64.37286020000001, -21.565864 64.37318860000001)",15
365,2339,2098,"LINESTRING (-21.4711276 64.2018432, -21.4948237 64.198211)",483
366,2339,7055,"LINESTRING (-21.4656559 64.2028188, -21.467256 64.2024421, -21.4701352 64.20194499999999, -21.4711276 64.2018432)",5
367,2350,2533,"LINESTRING (-21.6674672 64.3299645, -21.6652958 64.32998480000001)",265
368,2350,10357,"LINESTRING (-21.6674672 64.3299645, -21.6744912 64.3304067)",1121
369,2358,1148,"LINESTRING (-21.7669791 64.1209088, -21.7715468 64.12320339999999)",30
370,2367,3919,"LINESTRING (-21.7906318 64.13896750000001, -21.7894827 64.1389552)",2
371,2369,818,"LINESTRING (-21.4604937 64.29191230000001, -21.4588791 64.2912058)",14
372,2369,new_obj_2373,"LINESTRING (-21.4604937 64.29191230000001, -21.46100529988993 64.29095655004258)",1
373,2379,13160,"LINESTRING (-21.5907625 64.18048570000001, -21.59133230008411 64.18129280012749, -21.5916552 64.18172149999999)",29
374,2382,7522,"LINESTRING (-21.736941 64.1409038, -21.740268 64.1397959)",15
375,2384,1956,"LINESTRING (-21.7929585 64.11712799999999, -21.7910044 64.11680370000001)",2
376,2395,new_obj_2376,"LINESTRING (-21.6559007 64.2963058, -21.661364656852 64.29485801634368)",120
377,2404,13697,"LINESTRING (-21.9434668 64.1357074, -21.9422557 64.1376479)",25
378,2411,198,"LINESTRING (-21.6409102 64.12792469999999, -21.6477696 64.12768579999999)",69
379,2419,5487,"LINESTRING (-21.5676034 64.34434520000001, -21.5642838 64.3427575)",15
380,2421,8713,"LINESTRING (-21.57389 64.3704, -21.5753765 64.3643872)",30
381,2424,11563,"LINESTRING (-21.6358155 64.2887664, -21.6356033 64.2889563)",60
382,2432,9505,"LINESTRING (-21.6428272 64.1045507, -21.6443428 64.10681940000001)",57
383,2445,15695,"LINESTRING (-21.8143731 64.1322002, -21.8143015 64.1327351)",1
384,2446,1860,"LINESTRING (-21.6769937 64.1607207, -21.6763431 64.1604743)",141
385,2446,16026,"LINESTRING (-21.6769937 64.1607207, -21.6784407 64.1603059)",156
386,2460,10353,"LINESTRING (-21.9297514 64.1392824, -21.9306839 64.13893090000001)",1
387,2471,14023,"LINESTRING (-21.8006435 64.2908032, -21.8049485 64.2893708)",1611
388,2471,14649,"LINESTRING (-21.8006435 64.2908032, -21.7965345 64.2928459)",248
389,2474,13460,"LINESTRING (-21.6083497 64.10088639999999, -21.6115327 64.1019199)",30
390,2479,4533,"LINESTRING (-21.6744132 64.1362723, -21.673029 64.1373371)",15
391,2483,new_obj_703,"LINESTRING (-21.9165606 64.1246091, -21.91520329668755 64.12485094621519)",15
392,2485,new_obj_257,"LINESTRING (-21.8124501 64.1000385, -21.81232987588015 64.10101026039575)",4
393,2486,4686,"LINESTRING (-21.7454143 64.32759179999999, -21.7405069 64.3304083)",259
394,2486,7952,"LINESTRING (-21.7454143 64.32759179999999, -21.7468941 64.32638059999999)",1219
395,2496,10165,"LINESTRING (-21.9464127 64.15554729999999, -21.9473033 64.1552873)",15
396,2499,722,"LINESTRING (-21.8552489 64.12362520000001, -21.856081 64.1232945)",1
397,2509,9594,"LINESTRING (-21.8259058 64.1100338, -21.8244498 64.1109893)",8
398,2510,8190,"LINESTRING (-21.721194 64.3328455, -21.7212808 64.33310160000001)",15
399,2525,new_obj_2114,"LINESTRING (-21.8129803 64.15262509999999, -21.81253979297457 64.15260753289641)",15
400,2526,15667,"LINESTRING (-21.8201958 64.1255405, -21.8209426 64.1254914)",9
401,2531,397,"LINESTRING (-21.9832244 64.15037510000001, -21.9824782 64.1506199)",13
402,2533,2350,"LINESTRING (-21.6652958 64.32998480000001, -21.6674672 64.3299645)",1121
403,2533,4057,"LINESTRING (-21.6652958 64.32998480000001, -21.6584834 64.3300586)",267
404,2534,280,"LINESTRING (-21.7508726 64.1848689, -21.7534672 64.18693279999999)",30
405,2541,9247,"LINESTRING (-21.7831218 64.0994599, -21.78502164983925 64.09863980007415, -21.7892118 64.0978475)",18
406,2541,new_obj_108,"LINESTRING (-21.7892118 64.0978475, -21.79297535003938 64.09750665008396)",366
407,2550,new_obj_2361,"LINESTRING (-21.8322677 64.24249349999999, -21.83058419992474 64.24261130003399)",120
408,2560,new_obj_1968,"LINESTRING (-21.96711692501675 64.14364240030373, -21.96676994989837 64.14328705004655, -21.9664632 64.14284550000001)",6
409,2570,12438,"LINESTRING (-21.6010577 64.3463093, -21.6041317 64.34223950000001)",15
410,2575,new_obj_2282,"LINESTRING (-21.69539449478119 64.17096975088602, -21.6959112 64.1712086, -21.6974152 64.1720839)",15
411,2592,2693,"LINESTRING (-21.9744891 64.14543140000001, -21.9753232 64.14559559999999)",6
412,2598,339,"LINESTRING (-21.7158051 64.2954903, -21.7044602 64.29173230000001)",4
413,2598,6889,"LINESTRING (-21.7158051 64.2954903, -21.7185187 64.2960472)",196
414,2602,1899,"LINESTRING (-21.640137 64.18808, -21.6366358 64.18696250000001)",15
415,2609,256,"LINESTRING (-21.6953752 64.183713, -21.6950626 64.1848724)",15
416,2612,164,"LINESTRING (-21.5546991 64.3001089, -21.5479122 64.29796159999999)",15
417,2613,13222,"LINESTRING (-21.8229301 64.106058, -21.8226492 64.10638590000001)",2
418,2613,15646,"LINESTRING (-21.8229301 64.106058, -21.8231739 64.1057806)",20
419,2616,8267,"LINESTRING (-21.7746154 64.14292349999999, -21.7743287 64.1421402)",271
420,2616,new_obj_1485,"LINESTRING (-21.7746154 64.14292349999999, -21.77399980118324 64.14183790144904)",26
421,2616,new_obj_1956,"LINESTRING (-21.77466075021771 64.14447805025122, -21.7747722 64.1437447, -21.7746154 64.14292349999999)",4
422,2617,15583,"LINESTRING (-21.7932933 64.0981233, -21.7931871 64.0978934)",24
423,2622,5900,"LINESTRING (-21.7056673 64.1948585, -21.6989287 64.19405759999999)",52
424,2622,15616,"LINESTRING (-21.7056673 64.1948585, -21.705522 64.1952629)",8
425,2625,3626,"LINESTRING (-21.7729847 64.1401918, -21.7717457 64.1389781)",26
426,2638,new_obj_2050,"LINESTRING (-21.7596298 64.1530748, -21.7615699501267 64.15318745004747)",15
427,2662,1644,"LINESTRING (-21.7534962 64.08536340000001, -21.755262 64.0863532)",210
428,2662,15803,"LINESTRING (-21.7543378 64.0792055, -21.75580764990524 64.08004525005255, -21.75733719994163 64.0813664000312, -21.7534962 64.08536340000001)",393
429,2663,3472,"LINESTRING (-21.7543589 64.13609940000001, -21.7543375 64.1363674)",15
430,2664,5399,"LINESTRING (-21.7634463 64.15281469999999, -21.7638372 64.153423)",15
431,2666,242,"LINESTRING (-21.677651 64.1901986, -21.6798395 64.1899126)",28
432,2678,9790,"LINESTRING (-21.7922076 64.1384405, -21.7915373 64.13877960000001)",2
433,2693,new_obj_1690,"LINESTRING (-21.9753232 64.14559559999999, -21.97660745016983 64.14585885006515)",6
434,2694,15812,"LINESTRING (-21.6063886 64.11790999999999, -21.6070311 64.1158812)",45
435,2697,5584,"LINESTRING (-21.8375276 64.1061985, -21.8381207 64.1063336)",8
436,2711,1268,"LINESTRING (-21.8517585 64.1428913, -21.8505871 64.14158070000001)",15
437,2711,new_obj_1556,"LINESTRING (-21.8517585 64.1428913, -21.85235195011436 64.14331620004829)",5
438,2712,new_obj_1498,"LINESTRING (-21.883075 64.1423447, -21.88317410778094 64.14160114406708)",12
439,2724,9557,"LINESTRING (-21.6872144 64.1097261, -21.6690838 64.10905200000001)",10
440,2734,4478,"LINESTRING (-21.7593903 64.09179640000001, -21.7563539 64.09278860000001)",224
441,2734,7164,"LINESTRING (-21.7593903 64.09179640000001, -21.7653203 64.0904037)",392
442,2746,3845,"LINESTRING (-21.7868692 64.1026231, -21.7848343 64.1023606)",6
443,2747,12104,"LINESTRING (-21.4620791 64.2877036, -21.4610133 64.28858750000001)",25
444,2758,15352,"LINESTRING (-21.906172 64.1312373, -21.9075357 64.131264)",1
445,2769,3936,"LINESTRING (-21.6725883 64.1590137, -21.6711424 64.15849849999999)",150
446,2769,13269,"LINESTRING (-21.6725883 64.1590137, -21.6801033 64.1578155)",36
447,2769,13637,"LINESTRING (-21.6725883 64.1590137, -21.674712 64.1598317)",92
448,2777,7340,"LINESTRING (-21.7792556 64.3058624, -21.7825306 64.3057787)",14
449,2777,14856,"LINESTRING (-21.7792556 64.3058624, -21.778164 64.3067241)",5
450,2785,12752,"LINESTRING (-21.4378757 64.2884621, -21.4391036 64.2937593)",30
451,2794,9494,"LINESTRING (-21.8394943 64.10998050000001, -21.8387469 64.10997380000001)",4
452,2796,new_obj_289,"LINESTRING (-21.83244636345498 64.11013672211756, -21.8346674 64.1102726, -21.8364795 64.1098966)",4
453,2799,3691,"LINESTRING (-21.9125235 64.1292917, -21.9097421 64.1277599, -21.9091378 64.12755900000001)",6
454,2804,9557,"LINESTRING (-21.6860527 64.1011252, -21.6690838 64.10905200000001)",75
455,2804,new_obj_57,"LINESTRING (-21.6860527 64.1011252, -21.68953315360254 64.09981900664224)",267
456,2813,5708,"LINESTRING (-21.6751417 64.1312726, -21.6743944 64.13171269999999)",7
457,2815,6473,"LINESTRING (-21.914762 64.135749, -21.9158917 64.1359109)",1557
458,2815,new_obj_1074,"LINESTRING (-21.914762 64.135749, -21.91120834985192 64.13514330012029)",84
459,2820,7340,"LINESTRING (-21.7754012 64.309023, -21.7825306 64.3057787)",1247
460,2820,13272,"LINESTRING (-21.7754012 64.309023, -21.7707137 64.31184380000001)",256
461,2823,7960,"LINESTRING (-21.5526146 64.327242, -21.5895134 64.32641510000001)",45
462,2827,14085,"LINESTRING (-21.8263609 64.1319147, -21.8240448 64.1318186)",1
463,2833,11618,"LINESTRING (-21.8347317 64.1189033, -21.836095 64.1191051)",15
464,2837,13907,"LINESTRING (-21.8076968 64.12431220000001, -21.8020646 64.1243715)",13
465,2837,14037,"LINESTRING (-21.8076968 64.12431220000001, -21.8100256 64.12445719999999)",70
466,2837,14283,"LINESTRING (-21.8170537 64.1241678, -21.812481 64.1242305, -21.8110464 64.1242441, -21.8076968 64.12431220000001)",40
467,2846,8028,"LINESTRING (-21.3381989 64.36384940000001, -21.343568 64.363508)",70
468,2846,15963,"LINESTRING (-21.3115084 64.3633804, -21.32198615011418 64.3639194500452, -21.3381989 64.36384940000001)",404
469,2861,4674,"LINESTRING (-21.6301251 64.0982827, -21.6306751 64.09863609999999)",15
470,2869,6333,"LINESTRING (-21.6828401 64.1813713, -21.6837871 64.1819247)",2
471,2895,5750,"LINESTRING (-21.8527406 64.0982489, -21.8523246 64.0986211)",15
472,2912,15919,"LINESTRING (-21.4405154 64.2334106, -21.4379416 64.2326346)",15
473,2919,12992,"LINESTRING (-21.6910445 64.13934860000001, -21.6887368 64.1399048)",13
474,2919,new_obj_1288,"LINESTRING (-21.6910445 64.13934860000001, -21.69197855022784 64.13915830023087)",105
475,2924,1045,"LINESTRING (-21.619661 64.18575439999999, -21.6180683 64.1855089)",15
476,2926,6453,"LINESTRING (-21.7967615 64.13447960000001, -21.7971064 64.134199)",304
477,2926,new_obj_1093,"LINESTRING (-21.7967615 64.13447960000001, -21.79332109995258 64.13533585011969)",2
478,2928,403,"LINESTRING (-21.760484 64.08851540000001, -21.7598903 64.0883267)",393
479,2928,11740,"LINESTRING (-21.760484 64.08851540000001, -21.7612085 64.0889985)",224
480,2933,15564,"LINESTRING (-21.7803404 64.14512550000001, -21.7762835 64.14491150000001)",4
481,2936,1424,"LINESTRING (-21.711394 64.1033144, -21.7016449 64.10140869999999)",8
482,2936,7262,"LINESTRING (-21.711394 64.1033144, -21.7017889 64.1018728)",3
483,2936,11063,"LINESTRING (-21.711394 64.1033144, -21.7121036 64.1038798)",13
484,2947,9946,"LINESTRING (-21.6773222 64.135282, -21.67696 64.1351257, -21.6764796 64.1347689, -21.67469380023038 64.13340860014686, -21.6744692 64.1330743)",7
485,2984,13663,"LINESTRING (-21.657749 64.1539034, -21.6581494 64.15395289999999)",43
486,2995,3123,"LINESTRING (-21.7738171 64.2181556, -21.7806227 64.2146523)",15
487,3004,12298,"LINESTRING (-21.5922988 64.1777307, -21.5918223 64.1793263)",46
488,3009,6555,"LINESTRING (-21.8137236 64.12111590000001, -21.8145391 64.1217326)",380
489,3013,new_obj_1065,"LINESTRING (-21.9064601 64.1341673, -21.90657253636715 64.13439633238917)",5
490,3022,new_obj_1201,"LINESTRING (-21.7411157 64.1371292, -21.73913255350186 64.13681986103478)",15
491,3031,12804,"LINESTRING (-21.8302057 64.0949968, -21.8297105 64.0951642)",1
492,3035,15282,"LINESTRING (-21.8543333 64.0969728, -21.853316 64.0976982)",15
493,3037,6914,"LINESTRING (-21.7513892 64.15573000000001, -21.7560166 64.15534150000001)",268
494,3037,13341,"LINESTRING (-21.7404745 64.1538376, -21.7492345 64.15544269999999, -21.7497916 64.1555736, -21.7513892 64.15573000000001)",38
