,start,node,geometry,count
2499,15664,4951,"LINESTRING (-21.4212012 64.35267930000001, -21.4515395 64.3496214)",15
2500,15667,new_obj_710,"LINESTRING (-21.82261009391185 64.12526328240342, -21.82168595721609 64.12535050306847, -21.8209426 64.1254914)",9
2501,15672,13587,"LINESTRING (-21.8851508 64.1466393, -21.8862355 64.1466254)",4
2502,15691,10771,"LINESTRING (-21.9062406 64.1399191, -21.9054686 64.1407257, -21.9052216 64.1409718)",7
2503,15691,new_obj_1301,"LINESTRING (-21.9062406 64.1399191, -21.9076476000887 64.13853230003798)",1
2504,15694,12059,"LINESTRING (-21.3986586 64.35922239999999, -21.4030609 64.35955300000001)",30
2505,15695,new_obj_973,"LINESTRING (-21.8143015 64.1327351, -21.81365470010941 64.13381480004293)",1
2506,15698,16036,"LINESTRING (-21.6227219 64.3347876, -21.6273529 64.33590100000001, -21.633267 64.33475129999999)",15
2507,15699,4466,"LINESTRING (-21.8129625 64.11972369999999, -21.8186532 64.1160975, -21.8202119 64.11548689999999, -21.8207479 64.1152696)",17
2508,15699,new_obj_467,"LINESTRING (-21.8129625 64.11972369999999, -21.81206616301749 64.12105910945547)",18
2509,15715,8356,"LINESTRING (-21.7944333 64.13764279999999, -21.7936306 64.1378065)",2
2510,15719,13102,"LINESTRING (-21.9197152 64.1430988, -21.9191074 64.14369979999999)",3
2511,15723,11006,"LINESTRING (-21.8135559 64.1238149, -21.8166385 64.1239829)",8
2512,15729,15404,"LINESTRING (-21.7537614 64.2975338, -21.7610042 64.3025547)",283
2513,15735,3792,"LINESTRING (-21.6325954 64.3315518, -21.6337184 64.3310839, -21.6340649 64.3309363, -21.6400194 64.3303054)",1023
2514,15735,16036,"LINESTRING (-21.6227219 64.3347876, -21.6307363 64.3323049, -21.6325954 64.3315518)",317
2515,15736,2869,"LINESTRING (-21.6824225 64.18063220000001, -21.6828401 64.1813713)",2
2516,15744,9678,"LINESTRING (-21.6864653 64.3319195, -21.6898672 64.33258530000001)",1121
2517,15744,10357,"LINESTRING (-21.6864653 64.3319195, -21.6744912 64.3304067)",265
2518,15750,new_obj_340,"LINESTRING (-21.7114647 64.11104090000001, -21.71200844987573 64.1113347500908)",11
2519,15767,5572,"LINESTRING (-21.6051828 64.121953, -21.6052446 64.12127169999999)",15
2520,15769,8825,"LINESTRING (-21.8619541 64.24299190000001, -21.8554534 64.2419055)",105
2521,15775,8452,"LINESTRING (-21.874201 64.1506241, -21.8751693 64.15079679999999)",17
2522,15775,new_obj_2436,"LINESTRING (-21.874201 64.1506241, -21.87199157074138 64.1500698533828)",7
2523,15779,new_obj_744,"LINESTRING (-21.8015662 64.1273858, -21.80331383466785 64.12766278902636)",2
2524,15799,2320,"LINESTRING (-21.7202179 64.1366364, -21.7214544 64.1366857)",131
2525,15799,4620,"LINESTRING (-21.7202179 64.1366364, -21.719165 64.13671290000001)",9
2526,15803,2662,"LINESTRING (-21.7543378 64.0792055, -21.75580764990524 64.08004525005255, -21.75733719994163 64.0813664000312, -21.7534962 64.08536340000001)",210
2527,15803,7250,"LINESTRING (-21.7543378 64.0792055, -21.7523125 64.0781369)",395
2528,15812,18,"LINESTRING (-21.6070311 64.1158812, -21.6074539 64.115444)",45
2529,15813,13393,"LINESTRING (-21.8340884 64.1041855, -21.8307756 64.1042999)",4
2530,15813,new_obj_148,"LINESTRING (-21.8340884 64.1041855, -21.83497730230013 64.10389765789833)",3
2531,15821,12331,"LINESTRING (-21.4596215 64.2961681, -21.4571169 64.2947475)",13
2532,15821,13347,"LINESTRING (-21.4596215 64.2961681, -21.4799673 64.299903, -21.4977497 64.3140458)",40
2533,15823,14166,"LINESTRING (-21.6698467 64.1026023, -21.6725371 64.1026348)",24
2534,15823,new_obj_135,"LINESTRING (-21.6698467 64.1026023, -21.66377114995596 64.10396095004789)",6
2535,15824,832,"LINESTRING (-21.8806825 64.13361279999999, -21.8824193 64.13386300000001)",15
2536,15826,2570,"LINESTRING (-21.6085464 64.3473218, -21.6032946 64.34661819999999, -21.6010577 64.3463093)",15
2537,15828,10501,"LINESTRING (-21.8432353 64.14112609999999, -21.8437977 64.1411069)",15
2538,15836,10566,"LINESTRING (-21.7750662 64.0927317, -21.7756965 64.0931782)",15
2539,15848,11363,"LINESTRING (-21.6629902 64.155413, -21.6634416 64.1555865)",42
2540,15848,14612,"LINESTRING (-21.6629902 64.155413, -21.6636005 64.15535610000001)",4
2541,15849,6153,"LINESTRING (-21.4768843 64.0614144, -21.552513 64.07675829999999)",15
2542,15852,11113,"LINESTRING (-21.6938379 64.15679369999999, -21.6886787 64.1571462)",10
2543,15852,13168,"LINESTRING (-21.6938379 64.15679369999999, -21.6991366 64.156181)",36
2544,15858,3963,"LINESTRING (-21.6305528 64.1095821, -21.6342737 64.1090657)",168
2545,15858,11399,"LINESTRING (-21.6305528 64.1095821, -21.628192 64.1102467)",279
2546,15871,2820,"LINESTRING (-21.7757392 64.30830210000001, -21.7754012 64.309023)",6
2547,15880,11916,"LINESTRING (-21.6591264 64.1029027, -21.6597628 64.10462870000001)",24
2548,15887,new_obj_2082,"LINESTRING (-21.6572298 64.15622020000001, -21.65876491201476 64.15531717402976)",4
2549,15889,new_obj_2014,"LINESTRING (-21.882583 64.15163889999999, -21.88132948370752 64.15161408303939)",7
2550,15889,new_obj_2018,"LINESTRING (-21.882583 64.15163889999999, -21.88322820028094 64.15173005018794)",24
2551,15890,new_obj_1505,"LINESTRING (-21.9188576 64.14171829999999, -21.91819285896657 64.14150276844299)",2
2552,15901,2928,"LINESTRING (-21.7623815 64.08770800000001, -21.760484 64.08851540000001)",15
2553,15902,5572,"LINESTRING (-21.5934634 64.1214185, -21.6052446 64.12127169999999)",15
2554,15919,13303,"LINESTRING (-21.4379416 64.2326346, -21.4365018 64.23154700000001)",15
2555,15926,15848,"LINESTRING (-21.660525 64.1544841, -21.6629902 64.155413)",46
2556,15942,8429,"LINESTRING (-21.5511504 64.34165280000001, -21.5516044 64.3408596)",15
2557,15948,2485,"LINESTRING (-21.8127336 64.0993179, -21.8124501 64.1000385)",4
2558,15952,6587,"LINESTRING (-21.5747564 64.08056379999999, -21.6573572 64.0947451)",90
2559,15956,new_obj_1260,"LINESTRING (-21.79748684998811 64.12424230002651, -21.8063051 64.1241246, -21.8104769 64.1240883)",120
2560,15956,new_obj_1264,"LINESTRING (-21.8104769 64.1240883, -21.81182132840518 64.12411717064801)",3156
2561,15963,2846,"LINESTRING (-21.3115084 64.3633804, -21.32198615011418 64.3639194500452, -21.3381989 64.36384940000001)",70
2562,15963,9500,"LINESTRING (-21.3115084 64.3633804, -21.3030268 64.36348630000001)",406
2563,15981,1078,"LINESTRING (-21.6910028 64.1001445, -21.6931145 64.0989539)",25
2564,15981,new_obj_57,"LINESTRING (-21.6910028 64.1001445, -21.68953315360254 64.09981900664224)",4
2565,15983,11029,"LINESTRING (-21.5827002 64.2105301, -21.5818932 64.2102909, -21.5811132 64.2102015, -21.5800218 64.2099845)",2
2566,15983,14102,"LINESTRING (-21.5827002 64.2105301, -21.6361065 64.2049471, -21.6447321 64.20222080000001)",118
2567,15989,12254,"LINESTRING (-21.7581328 64.2092932, -21.7614018 64.20792520000001)",17
2568,16020,4679,"LINESTRING (-21.8406547 64.2691992, -21.8366628 64.2698748)",15
2569,16025,8560,"LINESTRING (-21.7982617 64.1439202, -21.7969792 64.1431609)",15
2570,16026,2446,"LINESTRING (-21.6784407 64.1603059, -21.6769937 64.1607207)",140
2571,16026,4746,"LINESTRING (-21.6784407 64.1603059, -21.6800896 64.16034999999999)",156
2572,16036,4302,"LINESTRING (-21.6227219 64.3347876, -21.6167961 64.3373131)",318
2573,16036,15735,"LINESTRING (-21.6227219 64.3347876, -21.6307363 64.3323049, -21.6325954 64.3315518)",659
2574,16040,13101,"LINESTRING (-21.7809647 64.1257234, -21.7866022 64.12470380000001, -21.7909159 64.1243715)",2653
2575,16040,new_obj_535,"LINESTRING (-21.7809647 64.1257234, -21.78493274991999 64.12366745003652)",567
2576,16040,new_obj_922,"LINESTRING (-21.76441214985915 64.13207670006996, -21.7665017 64.1310172, -21.7809647 64.1257234)",134
2577,16046,7429,"LINESTRING (-21.8296918 64.2517593, -21.8297401 64.24826, -21.8296557 64.24361620000001)",1586
2578,16046,15172,"LINESTRING (-21.8296918 64.2517593, -21.8331892 64.26226749999999)",500
2579,16061,15952,"LINESTRING (-21.6092386 64.0702941, -21.5747564 64.08056379999999)",15
2580,16069,9976,"LINESTRING (-21.8404622 64.2763521, -21.8403145 64.28063330000001)",264
2581,16069,new_obj_2368,"LINESTRING (-21.8404622 64.2763521, -21.83850822700348 64.27427650554586)",13
2582,16079,4095,"LINESTRING (-21.5560338 64.3093358, -21.5596471 64.3100651)",158
2583,16079,10888,"LINESTRING (-21.5560338 64.3093358, -21.5475802 64.30759)",17
2584,16086,11021,"LINESTRING (-21.6912221 64.1677066, -21.6876972 64.16761049999999)",4
2585,16087,113,"LINESTRING (-21.6484805 64.29669440000001, -21.6503744 64.29679950000001)",120
2586,16099,13086,"LINESTRING (-21.8407494 64.1083132, -21.841336 64.10685669999999)",28
2587,16099,new_obj_567,"LINESTRING (-21.8407494 64.1083132, -21.84102718272949 64.10903241178156)",61
2588,new_obj_1000,1668,"LINESTRING (-21.79790311120879 64.13370386778918, -21.7978531 64.13296819999999)",304
2589,new_obj_1001,new_obj_953,"LINESTRING (-21.9120833128033 64.13297003194326, -21.91257833767795 64.13231910948586)",390
2590,new_obj_1001,new_obj_967,"LINESTRING (-21.9120833128033 64.13297003194326, -21.91159396739234 64.13361336601078)",9
2591,new_obj_1006,new_obj_1216,"LINESTRING (-21.85388435008349 64.13340995009355, -21.85067799979789 64.13418855020467)",7
2592,new_obj_1006,new_obj_961,"LINESTRING (-21.85388435008349 64.13340995009355, -21.85543384182939 64.1329154323861)",2
2593,new_obj_1008,new_obj_982,"LINESTRING (-21.89802665016808 64.13318370005933, -21.89768590010069 64.13358085004249)",1
2594,new_obj_1008,new_obj_986,"LINESTRING (-21.89802665016808 64.13318370005933, -21.89817290017285 64.13301520006067)",5
2595,new_obj_1009,new_obj_1098,"LINESTRING (-21.87362683073452 64.13344067467183, -21.87597619029881 64.13478855938811)",402
2596,new_obj_1010,11328,"LINESTRING (-21.95798316652479 64.13169487429356, -21.9584669 64.13365930000001)",15
2597,new_obj_1012,new_obj_1030,"LINESTRING (-21.92399819210727 64.1318912047077, -21.92527710015426 64.13174410020537)",399
2598,new_obj_1020,new_obj_918,"LINESTRING (-21.79760189980044 64.13265770007661, -21.79849999982062 64.13241975025927)",304
2599,new_obj_1022,13323,"LINESTRING (-21.86680699020402 64.13231581943202, -21.8663112 64.1318165)",7
2600,new_obj_1023,new_obj_1041,"LINESTRING (-21.92781764993651 64.1319243500369, -21.92847508485923 64.13219107910155)",399
2601,new_obj_1024,new_obj_930,"LINESTRING (-21.91938055003207 64.13204080026622, -21.91637524988581 64.13101830004429)",9
2602,new_obj_1024,new_obj_997,"LINESTRING (-21.91938055003207 64.13204080026622, -21.92028000991985 64.13266188204261)",398
2603,new_obj_1029,new_obj_1023,"LINESTRING (-21.92647940000263 64.13174825011642, -21.92781764993651 64.1319243500369)",399
2604,new_obj_1030,4584,"LINESTRING (-21.92527710015426 64.13174410020537, -21.9257432 64.131771)",399
2605,new_obj_1032,new_obj_912,"LINESTRING (-21.91290122903182 64.13186482940631, -21.91295335074025 64.13147792029218)",390
2606,new_obj_1032,new_obj_953,"LINESTRING (-21.91290122903182 64.13186482940631, -21.91257833767795 64.13231910948586)",9
2607,new_obj_1039,new_obj_1012,"LINESTRING (-21.92319120008573 64.13207210011056, -21.92399819210727 64.1318912047077)",1
2608,new_obj_1040,1331,"LINESTRING (-21.94731085605953 64.13208422035297, -21.9494821 64.1324759)",13
2609,new_obj_1040,7726,"LINESTRING (-21.94731085605953 64.13208422035297, -21.9496807 64.13231759999999)",2
2610,new_obj_1041,12268,"LINESTRING (-21.92847508485923 64.13219107910155, -21.9288519 64.1318859)",409
2611,new_obj_1042,6267,"LINESTRING (-21.87323387839691 64.13251094946577, -21.8737013 64.13215169999999)",6
2612,new_obj_1042,new_obj_989,"LINESTRING (-21.87323387839691 64.13251094946577, -21.87296205016832 64.13302970011205)",398
2613,new_obj_1043,4117,"LINESTRING (-21.92259864996091 64.13451320002851, -21.9229766 64.1347507)",9
2614,new_obj_1043,new_obj_997,"LINESTRING (-21.92259864996091 64.13451320002851, -21.921367 64.1332972, -21.92028000991985 64.13266188204261)",4
2615,new_obj_1044,6695,"LINESTRING (-21.79958769976833 64.13502390027473, -21.8048887 64.1361639)",12
2616,new_obj_1044,new_obj_1051,"LINESTRING (-21.79958769976833 64.13502390027473, -21.79880914982733 64.13485845024373)",2
2617,new_obj_1044,new_obj_1208,"LINESTRING (-21.79958769976833 64.13502390027473, -21.79995559527507 64.13448336890434)",105
2618,new_obj_1047,2404,"LINESTRING (-21.94663882590898 64.13399325138595, -21.9434668 64.1357074)",25
2619,new_obj_1049,134,"LINESTRING (-21.95820766251298 64.13391355651672, -21.9577362 64.134495)",5
2620,new_obj_1049,14009,"LINESTRING (-21.95820766251298 64.13391355651672, -21.9552632 64.133332)",12
2621,new_obj_1050,910,"LINESTRING (-21.86190910011322 64.13442210004445, -21.8636184 64.134829)",8
2622,new_obj_1051,2926,"LINESTRING (-21.79880914982733 64.13485845024373, -21.7967615 64.13447960000001)",2
2623,new_obj_1052,new_obj_1105,"LINESTRING (-21.74217753250933 64.13596988696332, -21.7429208 64.13573409999999, -21.7439353 64.1354132, -21.74460057926676 64.13518926064184)",6
2624,new_obj_1052,new_obj_978,"LINESTRING (-21.74460057926676 64.13518926064184, -21.74707949285489 64.13444334202291)",173
2625,new_obj_1053,6157,"LINESTRING (-21.76053232694784 64.13508980779062, -21.761905 64.13401690000001)",2981
2626,new_obj_1053,new_obj_1081,"LINESTRING (-21.76017350002714 64.13612830003574, -21.7604998 64.1354666, -21.76053232694784 64.13508980779062)",156
2627,new_obj_1060,new_obj_1103,"LINESTRING (-21.91105802495766 64.13427971581091, -21.91049887871866 64.13501153225279)",9
2628,new_obj_1060,new_obj_967,"LINESTRING (-21.91105802495766 64.13427971581091, -21.91159396739234 64.13361336601078)",390
2629,new_obj_1061,new_obj_1216,"LINESTRING (-21.84997390020137 64.13463360009069, -21.85067799979789 64.13418855020467)",2
2630,new_obj_1061,new_obj_1218,"LINESTRING (-21.84997390020137 64.13463360009069, -21.84995003872635 64.13426272135139)",28
2631,new_obj_1065,10426,"LINESTRING (-21.90657253636715 64.13439633238917, -21.9061029 64.1342899)",88
2632,new_obj_1065,13213,"LINESTRING (-21.90657253636715 64.13439633238917, -21.9098992 64.13485780000001)",1948
2633,new_obj_1067,1287,"LINESTRING (-21.76117010011283 64.1353688002266, -21.7629704 64.1335074)",2
2634,new_obj_1067,new_obj_1081,"LINESTRING (-21.76017350002714 64.13612830003574, -21.760834 64.13562589999999, -21.76117010011283 64.1353688002266)",6
2635,new_obj_107,4250,"LINESTRING (-21.77790902714726 64.09756103760445, -21.78016759979045 64.09771780013138, -21.7802173 64.0992828)",15
2636,new_obj_107,7074,"LINESTRING (-21.77790902714726 64.09756103760445, -21.7772836 64.09779690000001, -21.7769087 64.0980782)",2
2637,new_obj_1071,1129,"LINESTRING (-21.73039619998174 64.13605940008279, -21.7290366 64.1362103, -21.7261145 64.13629299999999)",8
2638,new_obj_1071,new_obj_1087,"LINESTRING (-21.73039619998174 64.13605940008279, -21.73396808549715 64.13585830753541)",145
2639,new_obj_1072,13736,"LINESTRING (-21.92449619984249 64.13500760013889, -21.9253403 64.13504330000001, -21.9283309 64.13572240000001)",6
2640,new_obj_1074,2815,"LINESTRING (-21.91120834985192 64.13514330012029, -21.914762 64.135749)",1557
2641,new_obj_1074,new_obj_1103,"LINESTRING (-21.91120834985192 64.13514330012029, -21.91049887871866 64.13501153225279)",80
2642,new_obj_1074,new_obj_1126,"LINESTRING (-21.91833289972813 64.13621900023585, -21.9121564 64.1352445, -21.91120834985192 64.13514330012029)",1
2643,new_obj_1074,new_obj_1193,"LINESTRING (-21.91120834985192 64.13514330012029, -21.90996566545935 64.1357188632068)",5
2644,new_obj_1076,4117,"LINESTRING (-21.92325644809132 64.13513580030175, -21.9229766 64.1347507)",4
2645,new_obj_1076,new_obj_1191,"LINESTRING (-21.92325644809132 64.13513580030175, -21.92352815194036 64.13569927003475)",3
2646,new_obj_1079,new_obj_1098,"LINESTRING (-21.87707944526625 64.13545797042087, -21.87597619029881 64.13478855938811)",7
2647,new_obj_108,2541,"LINESTRING (-21.79297535003938 64.09750665008396, -21.7892118 64.0978475)",12
2648,new_obj_108,7513,"LINESTRING (-21.79297535003938 64.09750665008396, -21.7935223 64.09748759999999)",366
2649,new_obj_1081,new_obj_1053,"LINESTRING (-21.76017350002714 64.13612830003574, -21.7604998 64.1354666, -21.76053232694784 64.13508980779062)",2981
2650,new_obj_1081,new_obj_1067,"LINESTRING (-21.76017350002714 64.13612830003574, -21.760834 64.13562589999999, -21.76117010011283 64.1353688002266)",2
2651,new_obj_1081,new_obj_1292,"LINESTRING (-21.76017350002714 64.13612830003574, -21.75810709979392 64.1387983500708)",162
2652,new_obj_1082,13248,"LINESTRING (-21.95694182244267 64.13510400386032, -21.9577101 64.1352377, -21.9589136 64.1354726)",4
2653,new_obj_1082,new_obj_1188,"LINESTRING (-21.95694182244267 64.13510400386032, -21.95627225021489 64.1353279500794)",1
2654,new_obj_1087,new_obj_1071,"LINESTRING (-21.73396808549715 64.13585830753541, -21.73039619998174 64.13605940008279)",8
2655,new_obj_1087,new_obj_1201,"LINESTRING (-21.73396808549715 64.13585830753541, -21.73913255350186 64.13681986103478)",145
2656,new_obj_109,10424,"LINESTRING (-21.82720910017066 64.09744710006002, -21.8269627 64.0970341)",408
2657,new_obj_1092,2663,"LINESTRING (-21.75658325017375 64.13545255011348, -21.7543589 64.13609940000001)",15
2658,new_obj_1093,2926,"LINESTRING (-21.79332109995258 64.13533585011969, -21.7967615 64.13447960000001)",304
2659,new_obj_1093,10180,"LINESTRING (-21.79332109995258 64.13533585011969, -21.790733 64.1378696)",2
2660,new_obj_1094,new_obj_1087,"LINESTRING (-21.73436110014334 64.13569610008831, -21.73396808549715 64.13585830753541)",1
2661,new_obj_1099,1881,"LINESTRING (-21.6779206500349 64.13615635010898, -21.6778919 64.1372882)",7
2662,new_obj_110,9052,"LINESTRING (-21.83584590026054 64.09759625019157, -21.8330047 64.09727650000001)",15
2663,new_obj_1102,new_obj_1202,"LINESTRING (-21.88654877301557 64.13609801947072, -21.8858906 64.1356497, -21.88499180855173 64.13517063900184)",387
2664,new_obj_1102,new_obj_969,"LINESTRING (-21.88499180855173 64.13517063900184, -21.88326757522488 64.13393876817848, -21.88310187766 64.13353438701579)",14
2665,new_obj_1103,13213,"LINESTRING (-21.91049887871866 64.13501153225279, -21.9098992 64.13485780000001)",88
2666,new_obj_1103,new_obj_1060,"LINESTRING (-21.91049887871866 64.13501153225279, -21.91105802495766 64.13427971581091)",390
2667,new_obj_1103,new_obj_1074,"LINESTRING (-21.91049887871866 64.13501153225279, -21.91120834985192 64.13514330012029)",1557
2668,new_obj_1103,new_obj_1193,"LINESTRING (-21.91049887871866 64.13501153225279, -21.90996566545935 64.1357188632068)",2
2669,new_obj_1105,1134,"LINESTRING (-21.74217753250933 64.13596988696332, -21.7414174 64.1362139, -21.7399401 64.13666550000001)",6
2670,new_obj_1105,new_obj_1052,"LINESTRING (-21.74217753250933 64.13596988696332, -21.7429208 64.13573409999999, -21.7439353 64.1354132, -21.74460057926676 64.13518926064184)",173
2671,new_obj_1106,703,"LINESTRING (-21.96059953930314 64.13572879149909, -21.9613298 64.13652399999999)",4
2672,new_obj_1107,new_obj_1148,"LINESTRING (-21.92351691201655 64.13625059680687, -21.92322948594321 64.13685167896132)",2
2673,new_obj_1107,new_obj_1191,"LINESTRING (-21.92351691201655 64.13625059680687, -21.92352815194036 64.13569927003475)",3
2674,new_obj_1109,7602,"LINESTRING (-21.66424105005607 64.1374904501465, -21.6548145 64.13165619999999)",173
2675,new_obj_1109,13043,"LINESTRING (-21.66424105005607 64.1374904501465, -21.6651726 64.1389606)",142
2676,new_obj_112,15231,"LINESTRING (-21.83129424984088 64.10119080006761, -21.8306057 64.10079829999999)",33
2677,new_obj_112,new_obj_124,"LINESTRING (-21.83129424984088 64.10119080006761, -21.83163239993316 64.10142980003263)",41
2678,new_obj_1123,15590,"LINESTRING (-21.80787114988784 64.13670020008051, -21.8072789 64.13653909999999)",106
2679,new_obj_1123,new_obj_1129,"LINESTRING (-21.80787114988784 64.13670020008051, -21.80848319987467 64.13689705014163)",12
2680,new_obj_1126,new_obj_1074,"LINESTRING (-21.91833289972813 64.13621900023585, -21.9121564 64.1352445, -21.91120834985192 64.13514330012029)",1
2681,new_obj_1126,new_obj_1191,"LINESTRING (-21.91833289972813 64.13621900023585, -21.92352815194036 64.13569927003475)",1
2682,new_obj_1129,new_obj_1123,"LINESTRING (-21.80848319987467 64.13689705014163, -21.80787114988784 64.13670020008051)",106
2683,new_obj_1129,new_obj_1130,"LINESTRING (-21.80848319987467 64.13689705014163, -21.80954040019023 64.13687160009279)",12
2684,new_obj_1130,new_obj_1129,"LINESTRING (-21.80954040019023 64.13687160009279, -21.80848319987467 64.13689705014163)",99
2685,new_obj_1130,new_obj_973,"LINESTRING (-21.80954040019023 64.13687160009279, -21.813232650135 64.1344064000521, -21.81365470010941 64.13381480004293)",89
2686,new_obj_1136,11890,"LINESTRING (-21.85920314229507 64.13718905509624, -21.8610423 64.13667529999999)",5
2687,new_obj_1137,15715,"LINESTRING (-21.79543120000167 64.1375955500332, -21.7944333 64.13764279999999)",2
2688,new_obj_114,6351,"LINESTRING (-21.75977944999624 64.1016594500942, -21.760366 64.1019297, -21.7634541 64.1025549)",635
2689,new_obj_114,new_obj_267,"LINESTRING (-21.75977944999624 64.1016594500942, -21.7593283999884 64.10146860002622)",378
2690,new_obj_1141,new_obj_1167,"LINESTRING (-21.9087725000881 64.13711640003805, -21.90928590009428 64.13645255003958)",1
2691,new_obj_1141,new_obj_1279,"LINESTRING (-21.9087725000881 64.13711640003805, -21.90828770007982 64.13774835003576)",7
2692,new_obj_1144,223,"LINESTRING (-21.85794095003258 64.13743955005729, -21.856686 64.13617619999999)",7
2693,new_obj_1144,new_obj_1136,"LINESTRING (-21.85794095003258 64.13743955005729, -21.85920314229507 64.13718905509624)",5
2694,new_obj_1148,4814,"LINESTRING (-21.92322948594321 64.13685167896132, -21.9227031 64.1374862, -21.9222988 64.1378655)",390
2695,new_obj_1148,new_obj_1107,"LINESTRING (-21.92322948594321 64.13685167896132, -21.92351691201655 64.13625059680687)",3
2696,new_obj_1148,new_obj_1166,"LINESTRING (-21.92322948594321 64.13685167896132, -21.91997499979199 64.13638140012789)",9
2697,new_obj_1149,new_obj_2457,"LINESTRING (-21.955107300126 64.13667865005172, -21.95452620015135 64.13721405006153)",1
2698,new_obj_115,9424,"LINESTRING (-21.61250595017717 64.10284500019419, -21.6128033 64.10308999999999)",45
2699,new_obj_1153,4944,"LINESTRING (-21.67526850003652 64.13842805003365, -21.674369 64.13834850000001)",7
2700,new_obj_1166,1869,"LINESTRING (-21.91997499979199 64.13638140012789, -21.9232203 64.1360628, -21.9278807 64.1358937)",1169
2701,new_obj_1166,8375,"LINESTRING (-21.91997499979199 64.13638140012789, -21.9176259 64.13611179999999)",84
2702,new_obj_1166,new_obj_1148,"LINESTRING (-21.91997499979199 64.13638140012789, -21.92322948594321 64.13685167896132)",388
2703,new_obj_1167,new_obj_1141,"LINESTRING (-21.90928590009428 64.13645255003958, -21.9087725000881 64.13711640003805)",7
2704,new_obj_1167,new_obj_1193,"LINESTRING (-21.90928590009428 64.13645255003958, -21.90996566545935 64.1357188632068)",1
2705,new_obj_1169,new_obj_1129,"LINESTRING (-21.80902772764377 64.13710808603852, -21.80848319987467 64.13689705014163)",3
2706,new_obj_1169,new_obj_1130,"LINESTRING (-21.80902772764377 64.13710808603852, -21.80954040019023 64.13687160009279)",65
2707,new_obj_1171,7505,"LINESTRING (-21.87552434308745 64.13660283939154, -21.8773221 64.1379438)",3
2708,new_obj_1171,10837,"LINESTRING (-21.87552434308745 64.13660283939154, -21.8744661 64.1364785)",7
2709,new_obj_1171,new_obj_1192,"LINESTRING (-21.87552434308745 64.13660283939154, -21.87783150057057 64.13589532713094)",7
2710,new_obj_1172,7737,"LINESTRING (-21.9331708386653 64.13621239709029, -21.9321882 64.136138)",75
2711,new_obj_1172,10072,"LINESTRING (-21.9331708386653 64.13621239709029, -21.9333329 64.1355027)",1
2712,new_obj_1172,new_obj_1176,"LINESTRING (-21.9331708386653 64.13621239709029, -21.93446384975469 64.13650845021614)",1175
2713,new_obj_1176,1806,"LINESTRING (-21.93446384975469 64.13650845021614, -21.9334948 64.13576089999999)",9
2714,new_obj_1176,11873,"LINESTRING (-21.93446384975469 64.13650845021614, -21.9379932 64.1379664)",1175
2715,new_obj_1176,new_obj_1172,"LINESTRING (-21.93446384975469 64.13650845021614, -21.9331708386653 64.13621239709029)",75
2716,new_obj_1178,new_obj_1130,"LINESTRING (-21.80953941281714 64.137317853708, -21.80954040019023 64.13687160009279)",12
2717,new_obj_1178,new_obj_1169,"LINESTRING (-21.80953941281714 64.137317853708, -21.80902772764377 64.13710808603852)",3
2718,new_obj_1180,new_obj_1129,"LINESTRING (-21.8085776501588 64.13731655007722, -21.80848319987467 64.13689705014163)",4
2719,new_obj_1180,new_obj_1169,"LINESTRING (-21.8085776501588 64.13731655007722, -21.80902772764377 64.13710808603852)",65
2720,new_obj_1181,new_obj_1172,"LINESTRING (-21.93292835020814 64.1366496502545, -21.9331708386653 64.13621239709029)",1
2721,new_obj_1183,new_obj_1202,"LINESTRING (-21.88654877301557 64.13609801947072, -21.8868171 64.13626309999999, -21.8872674998695 64.13658530006489, -21.88800931297327 64.13715602403042)",14
2722,new_obj_1183,new_obj_2460,"LINESTRING (-21.88800931297327 64.13715602403042, -21.88934859976236 64.13742325013351)",387
2723,new_obj_1188,new_obj_1149,"LINESTRING (-21.95627225021489 64.1353279500794, -21.955107300126 64.13667865005172)",1
2724,new_obj_1191,new_obj_1076,"LINESTRING (-21.92352815194036 64.13569927003475, -21.92325644809132 64.13513580030175)",4
2725,new_obj_1191,new_obj_1107,"LINESTRING (-21.92352815194036 64.13569927003475, -21.92351691201655 64.13625059680687)",2
2726,new_obj_1191,new_obj_1126,"LINESTRING (-21.92352815194036 64.13569927003475, -21.91833289972813 64.13621900023585)",1
2727,new_obj_1192,new_obj_1079,"LINESTRING (-21.87783150057057 64.13589532713094, -21.87707944526625 64.13545797042087)",7
2728,new_obj_1193,new_obj_1074,"LINESTRING (-21.90996566545935 64.1357188632068, -21.91120834985192 64.13514330012029)",1
2729,new_obj_1193,new_obj_1167,"LINESTRING (-21.90996566545935 64.1357188632068, -21.90928590009428 64.13645255003958)",7
2730,new_obj_1201,1134,"LINESTRING (-21.73913255350186 64.13681986103478, -21.7399401 64.13666550000001)",173
2731,new_obj_1201,new_obj_1087,"LINESTRING (-21.73913255350186 64.13681986103478, -21.73396808549715 64.13585830753541)",7
2732,new_obj_1202,new_obj_1102,"LINESTRING (-21.88654877301557 64.13609801947072, -21.8858906 64.1356497, -21.88499180855173 64.13517063900184)",14
2733,new_obj_1202,new_obj_1183,"LINESTRING (-21.88654877301557 64.13609801947072, -21.8868171 64.13626309999999, -21.8872674998695 64.13658530006489, -21.88800931297327 64.13715602403042)",387
2734,new_obj_1205,new_obj_970,"LINESTRING (-21.86508914968735 64.13415015013378, -21.86582940009606 64.13392345006461, -21.86669889678781 64.13368069001518)",13
